index,title,level,md5,easy,hard,AAA,easy discrimination,hard discrimination,AAA discrimination
50,PPBQ,sl6,0927a8e429d04fb821bd166947c8bcd1,34.434421892051986,53.809690767297646,52.60269953386843,15.571739513208675,30.680445371516274,32.913028573944445
51,?環の理 [dpkey],★★7,092aa3e55d78c2c36eae96cdc058fd62,73.79361028110576,83.127525735264,65.49265093022788,20.617220965680268,30.678228035695906,41.05482668701282
52,Misty DASH ! [14KEYS ANOTHER],★5,09b31ac3a66695cc42732c5bf0c3255c,32.76670126947051,46.03611810057249,47.25258540203958,15.548698530136967,24.383498285481082,30.943146110789904
53,Granblaze [DP ANOTHER],sl5,09d1c8ce11ca00865862fd4a94d00250,29.33027746774709,47.96384013971792,49.067215951808095,9.341155936334225,14.637381463674073,32.72280912402089
54,Evanescent [DP ANOTHER],sl8,09ddc29dfc8ac70ceba82c7755efd84f,40.03645381747367,57.87041734524403,56.852066137391766,9.61554289811428,29.53134335562293,31.982934384272177
55,Act Beloved [DP LOVEPLUS+],★1,09f1502420f2065b6ba9865a8623a467,15.456663006433667,29.48031209692093,21.896694255563432,17.017765080685404,18.527621311540884,27.399700818455482
56,Armillary Sphere,sl5,0a093471012b7ace35d8ebb1ff6ed1cb,31.46866830126101,49.7076826189622,20.884762239834817,14.831023409262174,15.663786095400418,24.026475713019835
57,KISS CANDY FLAVOR (DOUBLE PLAY FERVOR),★6,0a410d70ef7b87377fa6e8e447c9e6b6,30.312410230450695,45.2661106383915,40.19372823057746,19.73892799452515,23.115710549942143,33.12064525325853
58,Forgot Ya [LEGGENDARIA],sl0,0a5033e3081589ffd65a6293f6421b14,10.325972578661721,25.47478071052209,19.2766075651706,26.09777403604729,9.678972285216789,20.678821823699472
59,reflective moment [refraction],sl4,0a5912c88b7801f3baece252ff2266af,17.461218640079633,41.13414297627631,52.1613344834875,21.893961234592584,37.322049865693536,37.828864304357346
60,Fading Star [Sparkling],sl3,0a7873bc384c10c0c88f5059efb04ec6,24.163879499000313,41.038155606134715,34.985114134322025,24.937899789862247,32.0474196024172,13.515667026142427
61,Eternally [14REAL],★8,0a7faa71a4d9d17be6ecf9a16fb66dd8,40.76930271540194,55.22744808014246,60.82307021135649,15.562480296389888,26.638201147048516,30.509279850162343
62,桜花撩乱 [DP INSANE],★★3,0a96201faf16d73b0b9981fbf28496d6,62.99467295595415,71.03327761890229,59.588721335614494,21.751206128799332,31.512205408337028,30.278702814102395
63,8bit Voyager [DPBF],sl6,0ac8c71c69c6f6d4305b967b07f1c217,26.86869279545763,51.66834993944066,47.67530311378124,10.305201323806447,28.742531717453424,33.341933981189136
64,悲伽羅香「水蓮」〜花弁〜 [難14],★9,0b09fa8f907b995f255be1259fbcb2a5,41.76963450958951,58.2081118200647,50.322181958387105,14.936531054012756,24.530631317098845,28.27010714380964
65,WHIRLWIND [Twin Blast],★★5,0b1234798d2da9bbde81c1eaf6111005,60.85764947191638,74.05513010413551,69.29347541446926,21.578734568435497,26.177157925729226,41.1717821024745
66,Crystalized [DP ANOTHER],★1,0b6e9b3ad6bdb344c58958d046156c9b,17.04482459194523,31.09819638672887,23.807087454126908,22.230106374264032,25.109221097039065,31.131459545317885
67,闘気に満ちた草原 (dpkey),★★3,0b87c2721a24decadf650078f5b611c7,57.071031945161714,80.11533427558031,79.62479576724414,21.29975216626692,27.952351551719673,34.67142089940202
68,Ascension to Heaven [Collapse],★★9,0b8d3eb005fc831fb404b7f336531665,81.1476406418587,88.62127211090164,74.73404955634899,33.26251948122901,30.734682852272446,22.820397052800804
69,"織姫(Independent from God, Everlasting love remix) [DP 駆逐ロ級flagship]",★★8,0b97609f0cccc37ecb14bc60e2a0c285,88.45521889438439,88.45521889438439,95.02456507272943,29.33973832459327,29.33973832459327,33.43012534890335
70,Sweet Little Chocolate [DP-soijoy],sl11,0ba6de050ce06847b737564948b61654,47.451096121477185,63.67542277821865,48.820093511937436,24.51848369397533,23.236966242928943,42.994880062771934
71,Hi-Fi-Story [DP ANOTHER],sl6,0bafbf864710b9c6fbc3c77349383f41,24.69810389722838,50.17269228609457,54.02975919322209,13.804064845586401,18.62869927956643,25.93468903000428
72,insincere smiles （あ！),★★2,0bcc42a94ba9cccfec6b577d4e7ca6f6,52.724192715693164,70.83981362026142,70.30479586250028,14.549429267539274,28.500676988310833,29.064831383441643
73,The Azure Box [DP Maniac],★6,0bdf5cfde10dfd51fa8e23b232a0e631,26.93871777830086,42.40416790421912,46.147037297960296,17.67475100200499,20.128354068357137,30.207383354990622
74,High-Priestess [OVERKILL],★★8,0c2d6be5ae8b45d60c4fb3cf56a576ac,84.23019425160588,88.18147681905481,93.43004275753036,22.553455707237788,27.23811908981285,31.954616171866586
75,CYCLONE,sl9,0c38eafa5cf3a4440832242fd1bd2ef7,42.917970689687024,57.16560355766132,60.736779427268154,12.190530314278607,26.29454873541121,26.490352433156808
76,reverieland [DPYoither],sl5,0c5f9d1948d964fb20696261f632a199,27.64798967684852,43.78168351261902,34.37697886900494,24.605095446959123,14.941379260284076,30.297506733783813
77,Brain Analysis [14KEYS ANOTHER],★8,0c73787ea3d146c6dd41577862c802a1,40.31395719969655,59.731804378715346,73.8756413433828,9.619942165650741,22.444245490887266,26.00310874414603
78,"It's ""alice"" dream [6 A.M.]",★★10,0c7556cf95085a7c4d82335ca4690784,82.00066172775365,83.27563150563051,97.96524677085442,30.285505467266482,37.558095211679266,34.24278076299088
79,異説彼岸花 第二 -終世のリコリス- [DP INSANE],sl10,0c828e4a9805195c688972d2d58b89ad,49.2674157186276,60.56429861895886,51.888785493757624,11.016873026000466,24.66029159039398,32.440919288579295
80,osmosis [DP FingerDance],★★5,0c89632e286f70f8cbc47487fa023fc4,59.27331158497461,72.89479489201953,64.51545069781614,24.50066176848921,26.83930012970521,35.06561934264604
81,AutumnBreeze [DP えぬTHER+],★12,0c933c11ffdf881c10d51d46b418a099,54.56739573803995,73.44522837732491,75.15002678518518,10.429816665969122,26.37450948405696,29.347432101120877
82,beyond the limit -uranus-,★★1,0c9e0b649ffa4a5504f33e9065ff3c90,48.0106283724656,66.59965094677202,60.750157124181584,11.76734921355263,31.524462786846733,26.287308170258257
83,rainy beauty [Peggle14],★★1,0cc1976901c61df43d6e8f3999cdf995,49.0606742517317,58.7779069393709,50.82735362610043,14.493280688905955,21.92657192742269,29.177687993516255
84,未来のコピヌ [DP ANOTHER],sl1,0cd0f1fd400d046f27423c3ceb750d5c,14.315233704470398,26.52207409201766,28.001568022136862,26.29404500715599,24.786387568082443,43.556089443483046
85,Central Nucleus [DP INSANE],★7,0d0d9db6e6a6a9e2c5cbbefe15a9c6b0,36.322518659475094,52.56110946748151,53.15687301977878,16.276520883530477,27.733190476971455,31.700201894427142
86,歪んだ神,★11,0d28c2625be1262834f192b93f0ad425,57.4679033219857,68.23386539158548,65.14354334946698,17.14731568563554,27.445886271575443,28.955702819378462
87,LOVE [DP Another LOVE],sl0,0dd86631a775185e6c5a51d1a4d85fb8,11.50250361779656,19.834123757845276,10.847463341039509,15.369560176461363,6.669750519296353,29.16558649975811
88,H.S : Hadron Strike [DP ANOTHER],sl10,0e05593e0b01c2fa57281cc42c22cdb0,48.45398818598507,62.142970756821654,61.823087819679415,12.886200911685636,26.93364957586722,31.206531472554488
89,elegaNte [DP えぬTHER+],★★2,0e6f8c9d52d1a0563cc690b67aba90af,52.7488286689298,67.48972908910685,55.09148327184455,15.980458124112122,28.330394657167627,29.430759807684815
90,Habe'n Aria [Another],★5,0eaea1081814888652ccebff70c0e43d,24.735751370705167,44.831199680383115,45.18778068062383,22.367073207218425,23.164789602409883,29.259506900038712
91,intertwined -DP ANOTHER-,★6,0eaefbf03c25ce154c418912e786789a,34.74188118691559,47.278493612443356,55.1672606296448,19.23811546042048,23.436599839528466,28.73515986944766
92,"ピアノ協奏曲第１番""蠍火""（なんでも吸い込むピンク色のための） [本家]",★8,0ecd2b46afbb1a3f853a7211f9bfbb91,34.393047272517464,58.072502171986805,53.52042043073686,10.95439538924651,26.196400427985406,28.78096352003779
93,Is This Your Memory? [Insane],★3,0ed3cf04dd716879b4ec4ef50aff2cd0,25.15208349204261,40.00832542013894,25.525752698316023,18.462243642841454,25.800531008763173,28.49649551506713
94,Vacant Between You and Me[EX14]†leggendaria,★★5,0edda203dc90a9f7af469d57293a8cd6,60.689670861636806,80.30321663809731,73.16672733966074,22.80655966323785,29.62560215118913,38.42230728384345
95,Twilight Galaxy [DP ANOTHER],sl1,0f02f3d09fa7218c97d49358b50539e7,12.160128681330777,32.83524591888305,31.808230712194355,8.196047227204197,10.581317012715324,18.61485779594674
96,Mysticeti,sl3,0f120c8076af344310b2c59df8c7d69f,25.299565731050162,40.3343047767711,49.12989160623945,25.135647365128538,18.000085256247488,30.589891167388906
97,桜花撩乱 [DP HYPER],★2,0f6d2c3bd19fd3190309607ff38edfa4,25.9303078066121,35.681986369179036,24.019224298519816,16.425810673790746,18.32058966715424,28.522372386007813
98,Air (EX14),★8,0fa0e9b8cbd12261b158c0a838d10ff6,39.200200678193944,54.533473076285084,56.681368908248615,16.430325718388715,25.760078503058214,29.874319115434375
99,Where To Feel [激鍵14],sl8,0fe0b055eb07f9feba4f9f26d8b725c7,38.17257279960101,58.37630165306894,68.280809570937,9.450480883663145,29.406869198675434,31.2950468727606
100,world devoid of you (fairydust radio edit // DP Another),★★1,10055140817a17f974ca2066c886ddde,50.2681146028041,67.50426142035323,53.77028714242376,11.030582373303075,26.905877758526344,28.207759445782767
101,Phantom Whisper [D97%],★★5,100cca8bdb1f0a5fa4ca475ed3c19b55,66.86951018702136,77.4220300052337,61.437709196413216,18.961722812942803,30.844024214527664,23.603843017773478
102,Life is PIANO [DP INS☆NE],sl10,101c37c44d865b61b391fae7614eaaea,50.21841081174907,63.959358033343136,63.698722808422,12.195125853549474,21.41355285891166,36.79640093815805
103,searoad tracks =side blue= [DP MANIAC],sl4,103f559a7cecad6789109a21296d2371,27.315976366893754,42.02607069350179,42.293161306979364,21.134238652472266,23.08586876614855,34.52482743841292
104,夜がずり落ちてくる [CH14],★★4,11058833439c6150f7681cebe206694e,54.697682472844,75.80907373063843,76.4293190496025,15.853970243856434,34.72992025860723,33.034658189342785
105,GENOSIDE 2018 DP段位認定 Overjoy,段位,11077,83.05063632253787,94.12808877138448,92.48920699335052,6.605301186402624,22.7614685968721,29.14202504120858
106,GENOSIDE 2018 DP段位認定 発狂皆伝,段位,11078,64.78081740885392,83.62399476875486,78.14001657580816,7.639004892300998,27.339138392307486,17.75191707075059
107,GENOSIDE 2018 DP段位認定 発狂十段,段位,11079,59.10397354137005,76.9325193455801,71.19854812195858,10.22557634846359,27.628814357092367,24.269624732196167
108,GENOSIDE 2018 DP段位認定 発狂九段,段位,11080,51.863762338615636,70.37454525963766,64.81446082425171,11.695683225710154,25.161394823185127,26.992610428469163
109,GENOSIDE 2018 DP段位認定 発狂八段,段位,11081,48.096160518369054,67.67552820258888,60.533729387947666,11.532065927464611,24.679851976694103,21.686219794781955
110,GENOSIDE 2018 DP段位認定 発狂七段,段位,11082,37.72738242841084,64.61008942959867,59.35043362851437,8.869215751035403,17.046715462203796,23.29856730333557
111,GENOSIDE 2018 DP段位認定 発狂六段,段位,11083,35.94445034168444,63.376253963297096,56.16881128865911,8.143249738257857,17.3559577900448,27.979416288259547
112,GENOSIDE 2018 DP段位認定 発狂五段,段位,11084,42.000140539780084,61.567789616557484,56.592897581744985,9.12645749435647,19.511166336180764,28.324057589494306
113,GENOSIDE 2018 DP段位認定 発狂四段,段位,11085,31.903707198643563,56.60146697314403,50.81715750740689,10.57101502606328,16.463370004588008,25.45642584293845
114,GENOSIDE 2018 DP段位認定 発狂三段,段位,11086,27.880397519315853,54.75934907674067,49.82636668665572,11.222545973424275,14.183860988583657,23.157821574655234
115,GENOSIDE 2018 DP段位認定 発狂二段,段位,11087,29.960851404968526,51.56100018127301,46.20191080283304,10.051855510459601,13.284235356040076,22.309588281065086
116,GENOSIDE 2018 DP段位認定 発狂初段,段位,11088,23.808279294388083,48.001377787883165,37.729653815170465,12.87553194055821,11.190730774041453,21.794304434229648
117,Blue-White Crazybits [ANOTHER],★10,11153231a9a4775c188edc9aa72e741a,47.32007764047618,60.03730740827454,52.137738074222376,14.714727188065359,22.67007977893442,23.49743358753658
118,e.f. (Another14),★2,114a29ffb21531d9d87c8c132a7a72ab,23.10874209325433,41.60102317030455,35.52981092717297,12.93935754812002,23.6808647580617,30.612921168913743
119,Judah [あ！],★★7,11504998ea5fd2753317b67e4c6be3f8,72.70659950228878,80.23554037543327,77.16863062280758,22.050966353664748,22.124139403260685,26.78095371814777
120,Time files [ANOTHER14],★9,115b8d801e40aab090ebf3b7c6671553,46.1893655262683,63.29628826446715,68.42212664736101,14.038623674501762,25.431728203639445,27.82898706415394
121,winged dolphin [giman],★★2,11760070db0e34e89d4e91542f143a31,53.61136000055057,71.91456553192955,73.17697508680125,20.91209718135031,29.193639903056336,37.589752827915646
122,DESPERATE [DP ANOTHER],sl6,11c50f76c098e858c2b61e04db177ecc,34.643480853641094,50.90436865299687,52.99755167603426,13.535661628198444,21.03836352228622,33.960672286277045
123,Caelumize [DP Customize],★10,11ea77e96ba9a1a61447cd35ccecdb77,50.984226079992666,61.29419480495833,53.79674387393017,15.088766132041087,30.4431831823278,33.785739965732205
124,Bicolor Spirit [陰],★★9,124311c43a9407f57ab65e3b7bf7cb91,80.39641302645322,83.51730525907048,84.17060635434366,30.125413082560712,35.08124576905392,38.01431096696374
125,DPSatellite Skill Analyzer sl0,段位,12674,14.824000827530547,52.46336916920754,22.21233206596177,28.73733695148717,6.688485489868536,21.611986359067185
126,DPSatellite Skill Analyzer sl1,段位,12675,34.88538138802189,59.645149847625426,26.767913271039333,21.23634920688825,6.026243851161741,13.968317785998943
127,DPSatellite Skill Analyzer sl3,段位,12677,20.59991455060272,62.97715016011718,32.90504565382827,3.9931720672273636,6.5665873975079325,41.70226909818812
128,DPSatellite Skill Analyzer sl4,段位,12678,26.53337380005921,56.96104945440285,33.336282847587036,13.118196976109706,7.189949126716645,44.29369926592672
129,DPSatellite Skill Analyzer sl5,段位,12679,27.62336433789357,62.036770498781706,47.769026275819975,16.611733871593675,7.117734153369156,34.875084913422
130,DPSatellite Skill Analyzer sl6,段位,12680,37.894012334524014,62.86662723857703,41.97894546167117,7.000778337177008,6.612304993619365,43.51927416995748
131,DPSatellite Skill Analyzer sl7,段位,12681,18.66634147746918,75.82588107968304,54.61635194404869,24.728578216148335,5.7442780880278566,41.43292879439558
132,DPSatellite Skill Analyzer sl8,段位,12682,47.66710202264375,73.59376042584476,53.43931042275707,11.295079298205144,29.22315886298318,43.64136705974716
133,DPSatellite Skill Analyzer sl9,段位,12683,30.70293803076567,80.34241390188986,54.617097264599394,20.669494634807773,24.368580871378533,41.08750163320993
134,DPSatellite Skill Analyzer sl10,段位,12684,43.49132479169824,70.9995557513903,51.020404775989526,7.726887246960538,17.205273324291294,43.45506086015568
135,DPSatellite Skill Analyzer sl11,段位,12685,61.20019258775096,69.98523096377806,78.26644940640412,29.940155264516378,19.267922427841956,32.65139673980214
136,DPSatellite Skill Analyzer sl12,段位,12686,68.42982954457932,85.02401043509043,78.29588401992697,25.44186121091585,26.17615044857258,32.875393969418106
137,DPSatellite Skill Analyzer sl2,段位,12688,22.053992104493236,59.67860794695143,55.246058482035586,26.117319638185815,27.307481256764383,25.649056300836964
138,玉響サーチライト [DP ANOTHER],sl1,1273495bab9aa0561cdc7fa5f0fc9a50,7.442825169164724,28.79954789228029,22.566456702300083,23.147598189755364,29.421952502057113,32.93431444849634
139,事象の地平 [平行世界：事件の崩壊],★★11,13137adcdf79c422e5725c7109e144ff,99.63404260635784,99.63404260635784,99.53333618780266,27.84625863688347,27.84625863688347,34.753281494053034
140,永劫の沙漏 【algorithm】,★★10,1337ece34d90ced31890c67bca9106da,88.06866051498812,95.31545187680089,93.9482202594406,26.07073128015138,23.704432041855995,31.308940546338277
141,リリカと魔法の言葉 [DP Magical],sl3,1352e568f8b1d3214619f7ca9211c67f,20.178262820353464,38.99653260987679,26.245425977445784,11.51449032499682,20.873973557842127,38.83862616459817
142,織姫 [dpinsane],sl3,137821b71aee5d8444e7fcc38cd5690c,23.087107028949053,40.863637346232814,38.54770363347274,9.660064293461707,17.21445143667312,28.304910268203578
143,Her Majesty [Victoria],★★4,1418beaecc6933cd9e62bd1f88bb6f04,59.714867761589275,77.0727226024264,61.90173944793454,19.547794491673685,30.634445187472167,17.257278144887238
144,Re:End of a Dream [DPH],sl8,143734dba02fd634d6a76c77509f8b85,33.69692726874871,54.454536459798454,50.66509868213534,15.845051743709416,25.256037903809386,31.47401560656868
145,Cong＊Chu＊Jelly [DP-soijoy],sl12,143c4aeb8ecf90fea57b54afef73f66b,55.28155852662321,71.57645973424097,63.13770482229406,15.090350377597595,26.17342276983744,44.31970939778352
146,トルコ行進曲 (Hd-NRG mix) [Double],sl6,144901283ee18aed261051dd0cd72713,34.616455921023636,51.38614156594861,47.48158558991069,24.566479375876998,20.89406409591308,15.902529845838801
147,Mirage Garden [EX14],★5,146dcfe3ec5a51131850384a11dd3a82,24.71423022936648,51.10766979753515,61.118970608276776,9.254417968553069,23.156021740454975,29.145388071607478
148,瑠璃色小箱 [DP ANOTHER],★2,1492a56c03f873dab9d1f2fe6cbfeb02,24.9437799304459,38.088242557630515,32.394682862287844,14.326899950406265,24.713649407076808,32.564395328945544
149,Goodbye to Your memory [DP ANOTHER],★1,149c4290972aa0d408e57b82171f015f,22.39562646411304,32.560829236914316,17.725057833875795,26.242104243444636,17.58935833245589,39.65250802261782
150,翼の折れた天使たちのレクイエム [DP Another],sl2,14a1172f13f22f8dd2e8bf5afa275a14,24.243731061032307,39.82848226840961,18.55854736646364,12.192664131598825,20.917178406116026,30.415728020285236
151,Dizzolve [DPA],sl7,15254743d61a5c1b52e1d2d6471f6902,33.13299864238041,54.94792827242771,48.39184537015527,19.40029690712683,26.543165220451588,38.79022277267884
152,Lightstep,★3,153df002abbcf23aa48fbe8d8a19c3ec,22.125089278867343,43.24597578174489,35.013695520614284,12.775984273356528,25.421523213360906,29.74851025940337
153,Blacksphere [DP Noise mix],sl3,1542e4cd8301369334457d3c6f4960bd,23.483439869136287,41.95741499083733,36.383336275304785,11.092096113752937,22.9179506891056,17.17209866417563
154,人形楽団　〜 Puppet Ensemble ・∀・ 〜 [DP ANOTHER],★9,154fc822121dad41ec9b7baf5bd6c948,43.71158089663068,62.61499031064988,61.75150306771355,14.856943641606385,28.555885642825682,28.99157547694031
155,COMMANDO (DA),★★99,15b8a67683a311fd090647d50a01fec6,63.51816268053246,96.97794168789714,96.13017005108638,20.91614326550955,23.648496508278054,31.183440102485953
